Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084734555,154084734555,1912102,UKC,BM,BM,2004-09-20,Tower Plc,4295898917,IPO,Live,United Kingdom,2004-09-22,,0.24999999,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Seymour Pierce Ellis Ltd,UK Common Stock,0.03,-999.0,0.976,,,GB00B02RX430,,,,,
154084734689,154084734689,1904667,UKC,BM,BM,2004-07-23,Conival Plc,4295894213,IPO,Live,United Kingdom,,,0.438,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,WH Ireland Ltd,UK Common Stock,0.03,-999.0,0.054,,,GB00B01YXY55,,,,,
154084734699,154084734699,1897832,UKC,BM,BM,2004-07-30,Euro Capital Projects PLC,4295894128,IPO,Live,United Kingdom,2004-06-22,,0.45,London AIM,Ordinary Or Common Shares,Negotiated Sale,na,Financials,Not Available,UK Common Stock,0.05,-999.0,0.909,,,GB00B01XQL01,,,,,
154084734702,154084734702,1897848,UKC,BM,BM,2004-06-30,United Clearing Plc,4295897729,IPO,Live,United Kingdom,2004-06-22,,2.7,London AIM,Ordinary Or Common Shares,Vendor Placing|Placement,na,Financials,Seymour Pierce Ellis Ltd,UK Common Stock,0.8,-999.0,1.455,,,GB0032060872,-32.626,50.336,3.579,-0.8,
154084734770,154084734770,1914418,UKC,BM,BM,1996-11-22,GoshawK Insurance Holdings PLC,4295896022,IPO,Live,United Kingdom,,,25.5821841,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Raphael Zorn Hemsley Holdings PLC,UK Common Stock,1.1,-999.0,,,,GB0003779195,,,,,
154084734820,154084734820,1860971,UKC,BM,BM,2004-03-10,Angle PLC,4295897702,IPO,Live,United Kingdom,2004-03-04,,9.0,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,KBC Peel Hunt Ltd,UK Common Stock,1.44,-999.0,2.628,,,GB0034330679,,,,,4/1/1994 12:00:00 AM
154084734821,154084734821,1860975,UKC,BM,BM,2004-04-08,Omega International Group PLC,4295894189,IPO,Live,United Kingdom,2004-03-25,,9.5000004,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Evolution Beeson Gregory Ltd,UK Common Stock,1.13,-999.0,2.071,,,GB00B00J0S40,,,,,
154084734895,154084734895,1878886,UKC,BM,BM,2004-05-14,ITM Power Plc,4295894149,IPO,Live,United Kingdom,2004-05-14,,10.0,London AIM,Ordinary Or Common Shares,Placement,na,Energy,Durlacher & Co,UK Common Stock,0.5,-999.0,0.847,,,GB00B0130H42,-64.321,,4.989,-1.1,
154084734937,154084734937,1901589,UKC,BM,BM,2004-09-27,Begbies Traynor Group PLC,4295899092,IPO,Live,United Kingdom,2004-09-29,,5.383,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Teather & Greenwood Ltd,UK Common Stock,0.4,-999.0,0.723,,,GB00B0305S97,9.821,,0.942,8.7,1/1/1989 12:00:00 AM
154084734939,154084734939,1901599,UKC,BM,BM,2004-07-20,Cozart PLC,4295899052,IPO,Live,United Kingdom,2004-07-20,,6.75,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Nomura International PLC,UK Common Stock,0.3,-999.0,0.555,,,GB00B01G6P33,,,,,
154084734940,154084734940,1901601,UKC,BM,BM,2004-07-14,Blueheath Holdings PLC,4295894453,IPO,Live,United Kingdom,2004-07-12,,18.49999976,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Non-Cyclicals,Evolution Beeson Gregory Ltd,UK Common Stock,1.21,-999.0,2.098,,,GB00B01TND91,-6.075,-41.791,4.146,-11.9,1/1/2000 12:00:00 AM
154084734943,154084734943,1901630,UKC,BM,BM,2004-07-12,Ardent Group PLC,4295899086,IPO,Live,United Kingdom,2004-07-12,,1.1,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Durlacher & Co,UK Common Stock,0.16,-999.0,1.419,,,GB00B01NRD93,,,,,
154084734988,154084734988,1945583,UKC,BM,BM,2004-10-21,Jelf Group PLC,4295894586,IPO,Live,United Kingdom,2004-10-06,,2.5000002,London AIM,Ordinary Shares,Offer for Sale,na,Financials,JM Finn & Co,UK Common Stock,0.81,-999.0,1.48,1.535,,GB00B0335117,33.714,,2.597,1.6,1/1/1989 12:00:00 AM
154084735039,154084735039,1916460,UKC,BM,BM,2004-09-22,Telephone Maintenance Group PLC,4295894247,IPO,Live,United Kingdom,2004-09-27,,1.2,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,City Financial Associates Ltd,UK Common Stock,0.04,-999.0,3.587,,,GB00B01YXX49,,,11.994,-0.1,1/1/1997 12:00:00 AM
154084735146,154084735146,1883492,UKC,BM,BM,2004-05-14,Oakdene Homes PLC,4295896927,IPO,Live,United Kingdom,2004-05-12,,5.0000005,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Seymour Pierce Ltd,UK Common Stock,1.1,-999.0,1.938,,,GB0030739790,,,,,
154084735151,154084735151,1900319,UKC,BM,BM,2004-07-15,TRL Electronics PLC,4295894116,IPO,Live,United Kingdom,2004-07-06,,13.0003796,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Investec Investment Banking,UK Common Stock,1.3,-999.0,2.409,,,GB00B01NP247,20.681,80.155,2.461,3.8,
154084735205,154084735205,1898912,UKC,BM,BM,2004-07-08,Plusnet PLC,4295896421,IPO,Live,United Kingdom,,,12.5191971,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Robert W Baird Limited,UK Common Stock,0.9,-999.0,1.67,,,GB00B01RM369,19.937,,3.219,6.3,
154084735210,154084735210,1902246,EC,BM,BM,2004-08-16,TanzaniteOne Ltd,4295859677,IPO,Live,Bermuda,2004-07-14,,4.99999962,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Williams de Broe PLC,Euro & Foreign Common Stock,0.42,-999.0,7.485,,,BMG8672E1021,,,,,
154084735322,154084735322,2011613,EC,BM,BM,2005-04-25,Spectrum Interactive Inc (National Education Training Group Inc),4296448416,IPO,Live,United States,,,6.89500047,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Seymour Pierce Ltd,Euro & Foreign Common Stock,0.93,-999.0,,,,GB00B07BZ552,,,,,
154084735349,154084735349,2013683,UKC,BM,BM,2005-10-11,Inspicio PLC,4295898983,IPO,Live,United Kingdom,,,3.0,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Robert W Baird Limited,UK Common Stock,1.0,-999.0,1.914,1.947,1.025,GB00B07BZ776,,,,,4/5/2005 12:00:00 AM
154084735362,154084735362,2022504,UKC,BM,BM,2005-05-04,Talarius PLC,4295897867,IPO,Live,United Kingdom,,,30.0,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Consumer Cyclicals,Numis Securities Ltd,UK Common Stock,1.0,-999.0,1.901,2.177,1.145,GB00B06K3158,,,,,
154084735404,154084735404,2029186,EC,BM,BM,2005-08-03,Asian Citrus Holdings Ltd,4295864363,IPO,Live,Hong Kong,2005-07-23,,12.04656544,Hong Kong|London AIM|PLUS,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Non-Cyclicals,Evolution Securities Ltd,Euro & Foreign Common Stock,1.12,-999.0,1.908,,,BMG0620W2019,41.31,,,34.9,1/1/2000 12:00:00 AM
154084735502,154084735502,2042171,UKC,JB|JB,JB|JB,2005-08-15,Rockhopper Exploration PLC,4295896445,IPO,Live,United Kingdom,,,14.9999997,London AIM|PLUS,Ordinary Shares,Offer for Sale,na,Energy,Arden Partners Ltd|Ambrian Partners Ltd,UK Common Stock,0.42,-999.0,0.758,1.078,,GB00B0FVQX23,-152.124,,1.765,-0.4,1/1/2004 12:00:00 AM
154084735571,154084735571,1993873,UKC,BM,BM,2005-03-09,Accuma Group PLC,4295897417,IPO,Live,United Kingdom,2005-02-23,,4.14024396,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Daniel Stewart Securities Plc,UK Common Stock,0.82,-999.0,1.582,2.161,,GB00B06C5J30,-68.205,,5.436,-0.5,1/1/2003 12:00:00 AM
154084735670,154084735670,2032837,UKC,BM,BM,2005-08-12,ReNeuron Group PLC,4295894218,IPO,Live,United Kingdom,,,9.5,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Collins Stewart Ltd,UK Common Stock,0.25,-999.0,43.864,0.472,,GB00B0DZML60,-0.073,-8.819,5.275,-5.7,
154084735698,154084735698,2034582,UKC,BM,BM,2005-07-26,Dawnay Day Carpathian PLC,4295893848,IPO,Live,United Kingdom,,,140.0,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Real Estate,Numis Securities Ltd,UK Common Stock,1.0,-999.0,3.228,1.878,,GB00B0B66533,,,,,1/1/1928 12:00:00 AM
154084735895,154084735895,2014598,UKC,BM,BM,2005-06-24,Media Steps Group PLC,4295894713,IPO,Live,United Kingdom,,,1.5,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Corporate Synergy PLC,UK Common Stock,0.06,-999.0,10.942,0.124,,GB00B0BFPD14,-0.19,,,-0.4,
154084736102,154084736102,2024493,IFC,BM,BM,2005-06-07,Empyrean Energy PLC,4295894148,IPO,Unknown,Australia,,,,London AIM,Ordinary Shares,Offer for Sale,na,Energy,HB-Corporate,International Future Common Stock,,-999.0,,,,,,,,,3/10/2005 12:00:00 AM
154084736103,154084736103,2024512,UKC,BM,BM,2005-06-13,Granby Oil & Gas PLC,4295899084,IPO,Live,United Kingdom,,,10.00000008,London AIM,Ordinary Shares,Offer for Sale,na,Energy,KBC Peel Hunt Ltd,UK Common Stock,0.84,-999.0,1.517,,,GB00B085N744,,,,,1/1/2002 12:00:00 AM
154084736136,154084736136,2009239,UKC,BM,BM,2005-04-15,Churchill Mining PLC,4295896358,IPO,Live,United Kingdom,,,1.0,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Midas Investment Management,UK Common Stock,0.02,-999.0,0.378,0.04,,GB00B06LBK32,,,,,1/1/2004 12:00:00 AM
154084736141,154084736141,2009334,UKC,BM,BM,2005-05-06,Elevation Events Group PLC,4295897872,IPO,Live,United Kingdom,,,4.199605437,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Corporate Synergy PLC,UK Common Stock,0.085,-999.0,0.161,0.246,0.13,GB00B01DS929,,,,,
154084736152,154084736152,2077048,UKC,BM,BM,2005-10-27,Celoxica Holdings PLC,4295894699,IPO,Live,United Kingdom,2005-10-27,,6.07,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Technology,Arbuthnot Securities Ltd,UK Common Stock,0.313,-999.0,,0.606,,GB00B0L9TZ33,-4.922,,,-6.3,1/1/1996 12:00:00 AM
154084736153,154084736153,2077055,IFC,BM,BM,2005-12-16,CMR Fuel Cells PLC,4295896271,IPO,Unknown,United Kingdom,2005-12-16,,,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Technology,Investec Bank (UK) Ltd,International Future Common Stock,,-999.0,,,,,,,,-0.2,
154084736283,154084736283,2050002,UKC,BM,BM,2004-11-24,Maxima Holdings PLC,4295899105,IPO,Live,United Kingdom,,,4.7966237,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Seymour Pierce Ltd,UK Common Stock,1.1,-999.0,2.055,1.878,,GB00B034R743,9.743,,,3.8,2/13/2004 12:00:00 AM
154084736285,154084736285,2050010,UKC,BM,BM,2004-11-18,Cornwell Management Consultants PLC,4295899113,IPO,Live,United Kingdom,,,3.11775255,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Arbuthnot Securities Ltd,UK Common Stock,1.21,-999.0,0.111,,,,24.878,,3.518,2.4,1/1/1991 12:00:00 AM
154084736313,154084736313,2005733,UKC,BM,BM,2005-03-18,Mecom Group PLC,4295899055,IPO,Live,United Kingdom,,,45.0,London AIM,Ordinary Or Common Shares,Accelerated Bookbuilt,na,Consumer Cyclicals,Numis Securities Ltd,UK Common Stock,0.5,-999.0,66.546,,,GB00B06H7T27,-1.748,,,-0.8,
154084736367,154084736367,2011741,UKC,BM,BM,2005-04-11,Table Mountain Minerals PLC,,IPO,Live,United Kingdom,,,3.115,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Not Applicable,UK Common Stock,0.05,-999.0,,,,GB00B06T2482,,,,,
154084736386,154084736386,2009358,UKC,BM,BM,2005-05-26,Punch Graphix PLC,4295897820,IPO,Live,United Kingdom,,,20.60699998,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Altium Capital Limited,UK Common Stock,0.98,-999.0,1.783,2.011,,GB00B07LVS05,19.137,,1.625,25.4,1/1/2000 12:00:00 AM
154084736387,154084736387,2009374,EC,BM,BM,2005-04-15,Equity Special Situations Ltd,4295897690,IPO,Live,Guernsey,,,0.02580655,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Noble & Co Ltd,Euro & Foreign Common Stock,0.55,-999.0,,1.145,0.575,GB00B02GPB12,-15.02,,0.335,0.0,
154084736405,154084736405,2018649,EC,BM,BM,2005-06-06,EG Solutions,4295897936,IPO,Live,Italy,,,3.49999995,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Brewin Dolphin Securities Ltd,Euro & Foreign Common Stock,0.85,-999.0,1.55,1.77,,GB00B07XR777,166.765,,4.875,0.2,
154084736467,154084736467,2031086,UKC,BM,BM,2005-07-15,Land of Leather Holdings Ltd,4295896988,IPO,Live,United Kingdom,,,37.51865445,London AIM,Ordinary Shares,Offer for Subscription|Offer for Sale,na,Consumer Cyclicals,Investec Investment Banking,UK Common Stock,1.49,-999.0,2.609,,,GB00B099P682,,,,,
154084736535,154084736535,2050054,UKC,BM,BM,2004-12-06,India Outsourcing Services,4295899098,IPO,Live,United Kingdom,,,0.5,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Panmure Gordon & Co Ltd,UK Common Stock,0.05,-999.0,0.968,0.281,,GB00B04C2F08,,,,,
154084736537,154084736537,2050094,UKC,BM,BM,2004-12-04,Intellego Holdings PLC (NOW 25925E),4295897731,IPO,Live,United Kingdom,,,0.65025,London AIM,Ordinary Shares,Offer for Sale,na,Financials,HB-Corporate,UK Common Stock,0.043,-999.0,0.018,,,GB00B04M6N60,-0.214,,,-0.1,1/1/2002 12:00:00 AM
154084736639,154084736639,2021020,EC,BM,BM,2005-06-02,Fireone Group PLC,4295874977,IPO,Live,Ireland,,,24.1,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Consumer Cyclicals,Numis Securities Ltd,Euro & Foreign Common Stock,2.41,-999.0,4.374,5.291,,IE00B08H5185,,,,,
154084736644,154084736644,2021117,UKC,BM,BM,2005-06-02,Advent Capital(Holdings)PLC,4295897387,IPO,Live,United Kingdom,,,39.9999999,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Financials,Numis Securities Ltd,UK Common Stock,0.35,-999.0,6.352,,,GB00B07RZZ30,-2.24,,1.065,-0.7,1/1/1995 12:00:00 AM
154084736707,154084736707,2029372,UKC,BM,BM,2005-06-16,Centrom Group PLC,4295897720,IPO,Live,United Kingdom,,,1.62065,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Seymour Pierce Ltd,UK Common Stock,0.05,-999.0,0.091,0.124,,GB00B08N4R59,,-490.88,1.343,1.0,
154084736742,154084736742,2034844,UKC,BM,BM,2005-03-22,Plethora Solutions Holdings PLC,4295899122,IPO,Live,United Kingdom,,,9.99999945,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Collins Stewart Ltd,UK Common Stock,1.35,-999.0,2.585,,,GB00B06GL868,-10.824,,4.114,-5.1,
154084736896,154084736896,2008620,EC,BM,BM,2005-05-05,Ki-Bi Mobile Technologies Ltd,4297121585,IPO,Live,Israel,,,9.99999448,London AIM,Ordinary Shares,Offer for Subscription|Offer for Sale,na,Technology,Collins Stewart Ltd,Euro & Foreign Common Stock,0.98,-999.0,1.863,1.892,,IL0010926595,,,,,
154084736906,154084736906,2017791,UKC,BM,BM,2005-05-17,InterQuest Group PLC,4295897789,IPO,Live,United Kingdom,,,3.0000025,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Panmure Gordon & Co Ltd,UK Common Stock,0.55,-999.0,1.039,,,GB00B07W3X22,19.955,,1.723,2.7,10/1/2001 12:00:00 AM
154084736957,154084736957,2033119,UKC,BM,BM,2005-08-15,Stem Cell Sciences PLC,4295894299,IPO,Live,United Kingdom,,,0.39876118,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Healthcare,Collins Stewart Ltd,UK Common Stock,0.97,-999.0,1.756,1.766,,GB00B0BZYL27,-13.66,5.697,4.033,-2.9,1/1/2000 12:00:00 AM
154084737001,154084737001,2039625,UKC,BM,BM,2005-08-04,Research Now PLC,4295896434,IPO,Live,United Kingdom,,,9.151857,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Canaccord Capital (Europe) Ltd,UK Common Stock,1.3,-999.0,2.313,2.509,,GB00B0CTWT77,312.65,,,0.1,
154084737077,154084737077,2050902,UKC,BM,BM,2005-07-29,Anglo Asian Mining Plc,4295894388,IPO,Live,United Kingdom,,,20.02,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Numis Securities Ltd,UK Common Stock,0.77,-999.0,1.352,1.555,,GB00B0C18177,,,,,
154084737144,154084737144,2020156,UKC,BM,BM,2005-06-01,Tristel PLC,4295896950,IPO,Live,United Kingdom,,,1.49999998,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Teather & Greenwood Ltd,UK Common Stock,0.37,-999.0,0.669,0.905,,GB00B07RVT99,,,,,1/1/1998 12:00:00 AM
154084737210,154084737210,2083454,UKC,BM,BM,2005-11-18,Genosis Plc,4295896541,IPO,Live,United Kingdom,,,6.9999996,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Evolution Securities Ltd,UK Common Stock,1.1,-999.0,1.886,,,GB00B0NVFD79,-10.407,-31.207,3.327,-1.1,
154084737214,154084737214,2083502,UKC,BM,BM,2005-05-10,ToLuna PLC,4295897923,IPO,Live,United Kingdom,,,5.6,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Cenkos Securities PLC,UK Common Stock,0.7,-999.0,1.323,,,GB00B073PB75,,,,,
154084737330,154084737330,2050105,UKC,BM,BM,2004-12-23,Jarvis Securities Plc,4295896678,IPO,Live,United Kingdom,,,1.199999625,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Daniel Stewart Securities Plc,UK Common Stock,0.825,-999.0,0.395,1.619,,,145.041,,,0.0,
154084737465,154084737465,2032458,EC,BM,BM,2005-08-09,Gilat Satcom Ltd,4295875141,IPO,Live,Israel,,,4.5744792,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Seymour Pierce Ltd,Euro & Foreign Common Stock,1.2,-999.0,2.144,2.413,,IL0010938228,,6.149,,0.0,1/1/1992 12:00:00 AM
154084737510,154084737510,2034175,EC,BM|JL,BM|JL,2005-07-13,Jarlway Holdings Plc,4295897709,IPO,Live,China (Mainland),,,1.2500001,London AIM,Ordinary Or Common Shares,Best Efforts|Placement|Offer for Subscription,na,Industrials,Hichens Harrison|Zimmerman Adams International,Euro & Foreign Common Stock,0.3,-999.0,0.529,,,GB00B09JC675,2.278,,1.965,0.0,12/11/2004 12:00:00 AM
154084737512,154084737512,2034202,EC,BM,BM,2005-08-04,Urals Energy Public Co Ltd,4295887198,IPO,Live,Cyprus,2005-07-22,,73.60092,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Energy,Morgan Stanley International Ltd,Euro & Foreign Common Stock,2.4,-999.0,85.425,4.52,,CY0000111027,-4.645,,1.746,-2.8,
154084737520,154084737520,2031303,EC,BM,BM,2005-06-16,Shanta Gold Ltd,4295897759,IPO,Live,Guernsey,,,4.30618375,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,WH Ireland Ltd,Euro & Foreign Common Stock,0.25,-999.0,0.455,,,GB00B0CGR828,,,,,
154084737566,154084737566,2041887,EC,BM,BM,2005-08-18,Formula Telecom Solutions Ltd,4295875057,IPO,Live,Israel,,,4.2,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Seymour Pierce Ltd,Euro & Foreign Common Stock,1.2,-999.0,2.152,2.198,,IL0010935257,11.993,,3.152,0.0,
154084737648,154084737648,2019219,UKC,BM,BM,2005-06-07,SMC Group PLC,4295896608,IPO,Live,United Kingdom,,,4.59065162,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Noble & Co Ltd,UK Common Stock,0.43,-999.0,0.788,,,GB00B086GY58,20.229,158.936,1.734,3.3,1/1/1996 12:00:00 AM
154084737693,154084737693,2021339,UKC,BM|CM,BM|CM,2005-07-15,SatCom Group Holdings PLC,4295897814,IPO,Live,United Kingdom,,,0.5003001,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Not Available,UK Common Stock,0.3,-999.0,0.525,0.604,,GB00B0D66620,16.366,-26.043,13.379,0.0,1/1/2001 12:00:00 AM
154084737694,154084737694,2021433,UKC,BM,BM,2005-06-13,Axeon Holdings PLC,4295896671,IPO,Live,United Kingdom,,,1.56281328,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Consumer Cyclicals,Dolmen Butler Briscoe,UK Common Stock,0.56,-999.0,1.011,1.238,,GB00B08X3Q76,,,,,1/1/1998 12:00:00 AM
154084737709,154084737709,2014263,UKC,BM,BM,2005-05-26,Inspace PLC,4295897839,IPO,Live,United Kingdom,,,30.00000024,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Seymour Pierce Group PLC,UK Common Stock,1.08,-999.0,1.965,2.139,,GB00B07NFJ53,,,,,
154084737712,154084737712,2018869,UKC,BM,BM,2005-06-21,Z GROUP PLC,4295896424,IPO,Live,United Kingdom,,,5.30000064,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Panmure Gordon & Co Ltd,UK Common Stock,1.08,-999.0,19.748,2.048,,GB00B09LQS34,,,,,1/1/2002 12:00:00 AM
154084737715,154084737715,2018887,EC,BM,BM,2005-06-06,Sportswinbet Ltd,4295860330,IPO,Live,British Virgin Islands,2005-05-20,,3.0,London AIM,Ordinary Shares,Offer for Subscription|Firm Commitment,na,Energy,City Financial Associates Ltd,Euro & Foreign Common Stock,0.5,-999.0,0.912,1.104,,VGG8372E1051,,,,,
154084737871,154084737871,2050920,UKC,BM,BM,2005-05-09,Sirius Exploration PLC,4295899109,IPO,Live,United Kingdom,,,0.005,OTC|London AIM|PLUS,Ordinary Shares,Offer for Sale,na,Basic Materials,Beaumont Cornish,UK Common Stock,0.05,-999.0,0.091,,,GB00B0DG3H29,-16.582,,,-0.4,10/30/2003 12:00:00 AM
154084737873,154084737873,2050932,UKC,BM,BM,2005-07-26,Forum Energy PLC,4295893858,IPO,Live,United Kingdom,,,11.000024,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Noble & Co Ltd,UK Common Stock,1.12,-999.0,1.956,,,GB00B07C1T48,-13.035,,,-3.9,4/30/2005 12:00:00 AM
154084737939,154084737939,2021475,EC,BM,BM,2005-06-15,Empire Online Ltd,4295860334,IPO,Live,United Kingdom,,,123.472223,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Financials,Numis Securities Ltd,Euro & Foreign Common Stock,1.75,-999.0,3.19,3.163,,VGG3037J1021,24.788,,3.406,38.1,
154084738007,154084738007,2029809,UKC,BM,BM,2005-03-29,Blue Star Mobile Group PLC,4295896446,IPO,Live,United Kingdom,,,0.049999823,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Seymour Pierce Ltd,UK Common Stock,0.208,-999.0,0.389,,,GB00B06HJN03,,,,,
154084738115,154084738115,2051009,EC,BM|CM,BM|CM,2005-07-29,T2 Income Fund Ltd (NOW 36262Q),4295896459,IPO,Live,Guernsey,,,38.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,JP Morgan Cazenove,Euro & Foreign Common Stock,1.0,-999.0,1.756,,,GB00B0CL3P62,,,,,
154084738117,154084738117,2051043,EC,BM,BM,2005-08-22,Amphion Innovations PLC,4295894268,IPO,Live,Isle of Man,,,5.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Westhouse Securities LLP,Euro & Foreign Common Stock,0.25,-999.0,0.45,0.495,,GB00B0DJNP99,,,,,
154084738118,154084738118,2051056,EC,BM,BM,2005-08-30,Vimio,4295874840,IPO,Live,Ireland,,,25.60014,London AIM,Ordinary Shares,Offer for Sale,na,Technology,John East & Partners Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.785,,,IE00B0H6C151,-28.795,,,-1.5,
154084738244,154084738244,2010784,UKC,BM,BM,2005-03-31,Proximagen Neuroscience PLC,4295896676,IPO,Live,United Kingdom,,,14.49999956,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,KBC Peel Hunt Ltd,UK Common Stock,1.48,-999.0,2.775,2.888,,GB00B06FMX57,2523.535,705.82,3.677,0.0,11/30/2001 12:00:00 AM
154084738424,154084738424,1993417,EC,BM,BM,2005-03-17,Calyx Group PLC,4295874958,IPO,Live,Ireland,,,7.2499999,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Evolution Group Plc,Euro & Foreign Common Stock,0.55,-999.0,1.058,1.222,,IE00B068Y056,18.638,,,4.9,
154084738425,154084738425,1993425,EC,BM,BM,2005-03-31,Leadcom Integrated Solutions Ltd,4295875278,IPO,Live,Israel,2005-02-22,,9.0,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Corporate Synergy PLC,Euro & Foreign Common Stock,0.32,-999.0,0.6,,,IL0010924368,-10.07,,4.329,5.0,
